author,250-499,500-749,750-999,<250,>=1000
Kazuo Umezu,0,0,0,6,0
Kei Kusunoki,0,0,0,1,0
Kei Ohishi,0,0,0,1,0
Keith Badman,1,0,0,0,0
Keith Baker,1,0,0,0,0
Keith Donohue,0,0,0,1,0
Keith Gray,0,0,0,1,0
Keith Herber,1,0,0,2,0
Kelley Armstrong,6,1,0,0,0
Kelly  Carr,0,0,0,1,0
Kelly McGrath Vlcek,0,0,0,1,0
Ken Follett,6,1,0,1,0
Ken Haedrich,0,0,0,1,0
Ken Kesey,3,2,0,1,0
Ken Knabb,0,1,0,0,0
Ken Mandelbaum,1,0,0,0,0
Kenneth C. Laudon,0,1,0,0,0
Kenneth Grahame,0,0,0,1,0
Kenneth H. Blanchard,0,0,0,7,0
Kenneth Osgood,0,1,0,0,0
Kenneth Robeson,0,0,0,1,0
Kenneth Silverman,0,1,0,0,0
Kent R. Weeks,1,0,0,0,0
Kenzaburō Ōe,2,0,0,1,0
Keri Hulme,0,0,0,1,0
Kermit L. Hall,0,1,0,0,0
Kerry Patterson,0,0,0,1,0
Kevin   Walsh,1,0,0,0,0
Kevin Brockmeier,1,0,0,0,0
Kevin Crossley-Holland,2,0,0,0,0
Kevin D. Mitnick,1,0,0,0,0
Kevin Henkes,0,0,0,4,0
Kevin O'Malley,0,0,0,1,0
Kevin S. Decker,0,0,0,1,0
Kevin Smith,0,0,0,1,0
Kevin Trudeau,1,1,0,0,0
Kim Edwards,1,0,0,0,0
Kim Harrison,4,3,0,0,0
Kim Newman,1,0,0,0,0
Kim Stanley Robinson,7,2,1,0,0
Kim Wilson,0,0,0,1,0
Kimon Nicolaides,0,0,0,1,0
King Arthur Flour,0,1,0,0,0
Kingdome 19,0,0,0,1,0
Kip S. Thorne,0,1,0,0,0
Kira Salak,1,0,0,0,0
Kitty Burns Florey,0,0,0,1,0
Kiyohiko Azuma,0,0,0,1,0
Knut Hamsun,2,0,0,5,0
Kohta Hirano,0,0,0,2,0
Konrad Eisenbichler,1,0,0,0,0
Konrad Lorenz,0,0,0,1,0
Kresley Cole,3,0,0,0,0
Kris Lane,1,0,0,0,0
Kristi Gold,0,0,0,1,0
Kristian Fraga,0,0,0,1,0
Kristiana Gregory,0,0,0,1,0
Kuki Gallmann,1,0,0,0,0
Kurban Said,1,0,0,1,0
Kurt Busiek,1,0,0,4,0
Kurt Eichenwald,0,0,1,0,0
Kurt Reighley,0,0,0,1,0
Kurt Reiter,0,0,0,1,0
Kurt Vonnegut Jr.,10,1,0,8,0
Kym Douglas,0,0,0,1,0
Kyoko Hikawa,0,0,0,5,0
Kōbō Abe,1,0,0,3,0
Kōji Suzuki,2,0,0,2,0
L. Alan LeDoux,1,0,0,0,0
L. David Allen,0,0,0,1,0
L. John Mason,1,0,0,0,0
L. Sprague de Camp,1,0,0,0,0
L.A. Banks,9,1,0,0,0
L.M. Montgomery,7,1,0,4,1
Lady Sarashina,0,0,0,1,0
Lala Okamoto,0,0,0,1,0
Lalita Tademy,0,1,0,0,0
Lan Samantha Chang,0,0,0,1,0
Lance Armstrong,2,0,0,1,0
Lane Smith,0,0,0,1,0
Lani Guinier,1,0,0,0,0
Lao Tzu,0,0,0,1,0
Larry Bond,0,0,1,0,0
Larry Burkett,1,0,0,0,0
Larry J. Koenig,0,0,0,1,0
Larry J. Stephens,1,0,0,0,0
Larry McMurtry,1,0,2,0,0
Larry Young,0,0,0,1,0
Laura  Jordan,1,0,0,0,0
Laura Buller,0,0,0,1,0
Laura Caldwell,1,0,0,0,0
Laura Dave,1,0,0,0,0
Laura Driscoll,0,0,0,1,0
Laura E. Berk,0,0,1,0,0
Laura Esquivel,0,0,0,5,0
Laura Florand,1,0,0,0,0
Laura Furman,1,0,0,0,0
Laura Godwin,0,0,0,1,0
Laura Ingalls Wilder,6,0,0,19,0
Laurel Thatcher Ulrich,1,0,0,0,0
Laurell K. Hamilton,17,5,0,3,1
Lauren  Levin,1,0,0,0,0
Lauren Bacall,0,1,0,0,0
Lauren Henderson,1,0,0,0,0
Lauren Slater,1,0,0,0,0
Lauren Stringer,0,0,0,1,0
Lauren Weisberger,2,0,0,0,0
Lauren Willig,1,0,0,0,0
Laurence L. Brunton,0,0,0,0,1
Laurence Olivier,1,0,0,0,0
Laurence Sterne,0,1,0,0,0
Laurence Yep,3,0,0,3,0
Laurent de Brunhoff,0,0,0,1,0
Laurie Garrett,0,0,1,0,0
Laurie Halse Anderson,0,0,0,2,0
Laurie Notaro,3,0,0,3,0
Lavigne,1,0,0,0,0
Lawrence Block,7,0,0,2,0
Lawrence Durrell,3,0,1,0,1
Lawrence Lessig,1,0,0,0,0
Lawrence M. Friedman,0,1,0,0,0
Lawrence M. Krauss,0,0,0,1,0
Lawrence M. Lasher,0,0,0,1,0
Lawrence Otis Graham,2,0,0,0,0
Lawrence Sanders,3,1,0,1,0
Lawrence Watt-Evans,0,0,0,1,0
Le Ly Hayslip,2,0,0,0,0
Leah Bendavid-Val,0,1,0,0,0
Lee Charles Kelley,4,0,0,0,0
Lee Child,0,0,0,16,0
Lee Seldes,1,0,0,0,0
Legs McNeil,1,0,0,0,0
Leigh Nichols,2,1,0,0,0
Leil Lowndes,1,0,0,0,0
Lennard Zinn,1,0,0,0,0
Lennart Hellsing,0,0,0,1,0
Leo Strauss,0,0,1,0,0
Leo Tolstoy,5,2,8,3,5
Leon Sciaky,1,0,0,0,0
Leon Uris,1,5,0,1,0
Leonard  Orr,0,0,0,1,0
Leonard Cottrell,0,0,0,1,0
Leonard Michaels,0,0,0,1,0
Leonard Sweet,2,0,0,0,0
Leonard Woolf,1,0,0,0,0
Leonardo Padura,0,0,0,1,0
Leonardo da Vinci,3,0,0,0,0
Leonore Fleischer,0,0,0,1,0
Lerone Bennett Jr.,0,0,1,1,0
Les Beletsky,1,0,0,0,0
Les Standiford,1,0,0,0,0
Lesley Glaister,1,0,0,0,0
Leslie Gross Portney,0,1,0,0,0
Leslie Kelly,0,0,0,1,0
Lester del Rey,1,0,0,0,0
Let's Go Inc.,0,0,1,0,0
Lewis B. Namier,0,0,0,1,0
Lewis Carroll,4,0,0,8,0
Lewis Perdue,1,0,0,0,0
Li Bai,1,0,0,0,0
Liam Callanan,1,0,0,0,0
Libba Bray,1,0,0,0,0
Library Company of Philadelphia,0,0,0,1,0
Lidia Matticchio Bastianich,3,0,0,0,0
Lilian Jackson Braun,0,0,0,2,0
Lin Carter,0,0,0,3,0
Lincoln Child,2,0,0,0,0
Linda  Anderson,1,0,0,0,0
Linda Francis Lee,1,0,0,0,0
Linda Glaser,0,0,0,1,0
Linda Hall,1,0,0,0,0
Linda Howard,1,0,0,0,0
Linda Jones,1,0,0,0,0
Linda Lael Miller,3,0,0,2,0
Linda Lay Shuler,1,0,0,0,0
Linda Lear,0,1,0,0,0
Linda Turner,1,0,0,0,0
Lindsey Davis,1,0,0,2,0
Lionel Trilling,0,0,0,1,0
Lisa Carey,1,0,0,0,0
Lisa Chaney,1,0,0,0,0
Lisa Gardner,3,0,0,0,0
Lisa Jackson,0,1,0,0,0
Lisa Lowe,1,0,0,0,0
Lisa McCourt,0,0,0,2,0
Lisa S.  French,0,0,0,1,0
Lisa See,2,0,0,0,0
Lisa Trumbauer,0,0,0,1,0
Lisa Unger,1,0,0,0,0
Lisa Wheeler,0,0,0,1,0
Lisa Whelchel,1,0,0,0,0
Livy,0,1,0,0,0
Liz Carlyle,1,0,0,0,0
Liz Palika,1,0,0,0,0
Liza Dalby,1,0,0,0,0
Lizzie Collingham,1,0,0,0,0
Lloyd Alexander,1,0,1,8,0
Lloyd P. Gerson,1,0,0,0,0
Logan Swanson,0,0,0,1,0
Lois Beckwith,0,0,0,1,0
Lois Gladys Leppard,0,0,0,2,0
Lois H. Gresh,1,0,0,0,0
Lois Lenski,0,0,0,4,0
Lois Lowry,0,0,0,7,0
Lois N. Magner,0,1,0,0,0
Lolita Files,1,0,0,0,0
Lonely Planet,2,0,0,1,0
Lonn M. Friend,1,0,0,0,0
Lora Leigh,1,0,0,1,0
Lord Dunsany,1,0,0,3,0
Loree Lough,1,0,0,0,0
Lori Avocato,1,0,0,0,0
Lori Foster,1,0,0,0,0
Lori Fulton,0,0,0,1,0
Lorna Landvik,4,0,1,0,0
Lorrie Moore,1,0,0,2,0
Lotte H. Eisner,1,0,0,0,0
Lou Marinoff,1,0,0,0,0
Lou Priolo,0,0,0,1,0
Louann Brizendine,1,0,0,0,0
Louis Begley,1,0,0,1,0
Louis E. Catron,0,0,0,1,0
Louis L'Amour,0,0,0,1,0
Louis Menand,0,1,0,0,0
Louis P. Pojman,0,1,0,0,0
Louis Sachar,0,0,0,8,0
Louis de Bernières,1,1,0,0,0
Louis-Ferdinand Céline,1,0,0,0,0
Louisa May Alcott,6,3,0,5,1
Louise Bates Ames,0,0,0,1,0
Louise Borden,0,0,0,1,0
Louise DeSalvo,1,0,0,0,0
Loung Ung,0,0,0,1,0
Luanne Rice,1,0,0,0,0
Lucas Carlson,0,0,1,0,0
Lucille Colandro,0,0,0,1,0
Ludovico Ariosto,0,1,1,0,0
Ludwig Wittgenstein,2,0,0,3,0
Luigi  Barzini,1,0,0,0,0
Luigi Barzini,1,0,0,0,0
Luigi Pirandello,1,0,0,6,0
Luis Fernando Verissimo,0,0,0,1,0
Luis Sepúlveda,0,0,0,3,0
Luis Vélez de Guevara,0,0,0,1,0
Luke Davies,1,0,0,0,0
Luke Welling,0,0,0,0,1
Lyle Saxon,0,1,0,0,0
Lyman S. Spitzer Jr.,0,0,0,1,0
Lyn Macdonald,1,0,0,0,0
Lynda Barry,0,0,0,1,0
Lynda La Plante,1,0,0,0,0
Lynda Madison,0,0,0,1,0
Lynda Milligan,0,0,0,2,0
Lynn Keller,1,0,0,0,0
Lynn Kurland,1,0,0,0,0
Lynn Setzer,1,0,0,0,0
Lynn Willis,0,0,0,1,0
Lynne Ann DeSpelder,0,1,0,0,0
Lynne Rae Perkins,1,0,0,0,0
Lynne Truss,0,0,0,2,0
Lynnette Khalfani,0,0,0,1,0
Lynsay Sands,12,0,0,0,0
M. John Harrison,1,0,0,0,0
M. Scott Peck,2,0,0,0,0
M.C. Beaton,1,0,0,8,0
M.J. Trow,1,0,0,0,0
M.M. Kaye,5,0,1,1,0
Madeleine Brent,4,0,0,0,0
Madeleine L'Engle,5,0,0,4,0
Maeve Binchy,6,6,3,3,0
Maggie Black,0,0,0,1,0
Maggie Shayne,1,0,0,0,0
Maile Meloy,1,0,0,0,0
Maki Murakami,0,0,0,1,0
Makoto Inoue,0,0,0,1,0
Malcolm Barber,1,0,0,0,0
Malcolm Gladwell,4,0,0,0,0
Malcolm Godwin,0,0,0,1,0
Malcolm Lowry,1,0,0,0,0
Malcolm X,0,0,0,1,0
Malvina G. Vogel,0,0,0,3,0
Mamiko Murakami,0,0,0,1,0
Mandy Aftel,1,0,0,0,0
Mansur Abdulin,0,0,0,1,0
Manuel Rivas,0,1,0,0,0
Manuela Soares,0,0,0,1,0
Mao Zedong,1,0,0,0,0
Marc Andreyko,0,0,0,1,0
Marc Bloch,0,0,0,1,0
Marc Eliot,1,0,0,0,0
Marc J.  Seifer,0,1,0,0,0
Marc Platt,1,0,0,0,0
Marcel Proust,7,6,4,0,2
Marcella Hazan,1,1,0,0,0
Marcia Angell,2,0,0,0,0
Marco Polo,1,0,0,0,0
Marcus Aurelius,1,0,0,0,0
Marcus J. Borg,1,0,0,1,0
Marcus Tullius Cicero,1,0,0,0,0
Marcy Kelman,0,0,0,1,0
Margaret  Rose,1,0,0,0,0
Margaret A. Weitekamp,1,0,0,0,0
Margaret Atwood,5,1,0,2,0
Margaret Bertha Synge,1,0,0,0,0
Margaret Cho,0,0,0,1,0
Margaret Feinberg,0,0,0,1,0
Margaret George,0,0,2,0,1
Margaret Hodges,0,0,0,1,0
Margaret Johnson,0,0,0,1,0
Margaret MacMillan,0,1,0,0,0
Margaret Mitchell,0,0,0,0,1
Margaret Peterson Haddix,0,0,0,1,0
Margaret Sanborn,1,0,0,0,0
Margaret Shepherd,0,0,0,1,0
Margaret Sidney,2,0,0,0,0
Margaret Thaler Singer,1,0,0,0,0
Margaret Truman,3,0,0,0,0
Margaret Weis,32,4,0,0,0
Margaret Weiss,1,0,0,0,0
Margaret Wise Brown,0,0,0,2,0
Margery Clark,0,0,0,1,0
Margery Facklam,0,0,0,1,0
Margo Daly,0,0,0,0,1
Margo Maine,2,0,0,0,0
Margot Adler,0,1,0,0,0
Margot Theis Raven,0,0,0,1,0
Marguerite Duras,0,0,0,8,0
Marguerite Henry,0,0,0,1,0
Marguerite Yourcenar,1,0,0,0,0
Mari Mancusi,2,0,0,1,0
Maria Antonia Garcés,1,0,0,0,0
Maria Coffey,1,0,0,0,0
Maria Skobtsova,0,0,0,1,0
Marian Keyes,4,12,0,1,0
Marianna Mayer,0,0,0,2,0
Marianne Sturman,0,0,0,2,0
Marianne Williams,1,0,0,0,0
Marianne Williamson,1,0,0,0,0
Marie McSwigan,0,0,0,1,0
Mariel Hemingway,1,0,0,0,0
Marilyn Herbert,0,0,0,1,0
Marilyn Johnson,1,0,0,0,0
Marilyn Manson,2,0,0,0,0
Marilyn Sadler,0,0,0,1,0
Marilynne Robinson,0,0,0,1,0
Marina Belozerskaya,1,0,0,0,0
Mario Puzo,5,1,0,0,0
Mario Vargas Llosa,1,1,0,0,0
Marion Crawford,0,0,0,1,0
Marion Woodman,1,0,0,0,0
Marion Zimmer Bradley,1,0,0,1,0
Marisabina Russo,0,0,0,1,0
Marisha Pessl,0,1,0,0,0
Marissa Moss,0,0,0,2,0
Marjane Satrapi,0,0,0,4,0
Marjorie Garber,0,0,0,0,1
Marjorie Weinman Sharmat,0,0,0,3,0
Mark      Stevens,1,0,0,0,0
Mark  Hunter,0,0,0,1,0
Mark Allen Weiss,0,2,0,0,0
Mark Bailey,0,0,0,1,0
Mark Behr,0,1,0,0,0
Mark Bittman,0,0,1,1,0
Mark Bowden,2,0,0,0,0
Mark Cahill,1,0,0,0,0
Mark Cohen,0,0,0,1,0
Mark Crispin Miller,1,0,0,0,0
Mark Dunn,0,0,0,1,0
Mark Epstein,0,0,0,2,0
Mark Fainaru-Wada,1,0,0,0,0
Mark Haddon,2,0,0,5,0
Mark Harlan,1,0,0,0,0
Mark Helprin,0,1,0,0,0
Mark Hertsgaard,1,0,0,0,0
Mark Hoppus,0,0,0,1,0
Mark Kermode,0,0,0,1,0
Mark Kurlansky,6,0,0,3,0
Mark LeVine,1,0,0,0,0
Mark Lewisohn,1,0,0,0,0
Mark Leyner,1,0,0,0,0
Mark Manning,0,0,0,1,0
Mark Mazower,0,1,0,0,0
Mark Mittelberg,1,0,0,0,0
Mark Nepo,1,0,0,0,0
Mark Nesbitt,0,0,0,1,0
Mark O'Shea,1,0,0,0,0
Mark Rothko,0,0,0,1,0
Mark S. Smith,0,0,0,1,0
Mark Shepard,0,0,0,1,0
Mark Smylie,1,0,0,1,0
Mark Stevens,0,1,0,0,0
Mark Steyn,0,0,0,1,0
Mark T. Conard,1,0,0,0,0
Mark Twain,12,8,2,6,3
Mark Vonnegut,1,0,0,0,0
Mark Waid,2,0,0,4,0
Mark Wigan,0,0,0,1,0
Mark Yarnell,1,0,0,0,0
Mark Z. Danielewski,1,1,1,1,0
Mark Zwonitzer,1,0,0,0,0
Markus Zusak,2,1,0,2,0
Marlene Targ Brill,0,0,0,1,0
Marlo Morgan,0,0,0,1,0
Marsha Collier,3,0,1,0,0
Marshall McLuhan,1,1,0,1,0
Marshall Sahlins,2,0,0,2,0
Marta Acosta,2,0,0,0,0
Martha Grimes,8,0,0,0,0
Martha Hailey DuBose,0,0,0,1,0
Martha Heineman Pieper,1,0,0,0,0
Marthe Le Van,1,0,0,0,0
Martin  Gilbert,0,0,1,0,1
Martin Amis,5,0,0,6,0
Martin E.P. Seligman,2,0,0,0,0
Martin Fowler,1,0,0,0,0
Martin Gardner,1,0,0,0,0
Martin H. Greenberg,3,0,0,0,0
Martin Heidegger,1,0,0,1,0
Martin Luther King Jr.,1,0,0,0,0
Martin Millar,0,0,0,1,0
Martin S. Fridson,0,0,0,1,0
Martin Woodside,0,0,0,1,0
Martine Agassi,0,0,0,1,0
Marvin Kaye,1,0,0,1,0
Marvin N. Olasky,1,0,0,0,0
Mary  Pacios,1,0,0,0,0
Mary  Stewart,8,0,1,0,0
Mary Alice Monroe,1,0,0,0,0
Mary Anna Evans,1,0,0,0,0
Mary Ashworth,0,0,0,1,0
Mary B. Collins,0,0,0,2,0
Mary B. Morrison,1,0,0,0,0
Mary Balogh,2,0,0,0,0
Mary Burton,0,0,0,1,0
Mary Daly,0,0,0,1,0
Mary Doria Russell,2,1,0,0,0
Mary Downing Hahn,0,0,0,1,0
Mary Ellen Snodgrass,0,0,0,1,0
Mary Engelbreit,0,0,0,1,0
Mary Gaitskill,1,0,0,0,0
Mary Gordon,1,0,0,0,0
Mary Higgins Clark,14,0,0,6,0
Mary Jane Maffini,1,0,0,0,0
Mary K. Baxter,0,0,0,1,0
Mary Karr,1,0,0,0,0
Mary Kay Andrews,1,0,0,0,0
Mary Lawson,1,0,0,0,0
Mary M. Flekke,0,0,0,1,0
Mary McBride,1,0,0,0,0
Mary McCarthy,1,0,0,0,0
Mary O'Neill,0,0,0,1,0
Mary Oliver,0,0,0,1,0
Mary Pope Osborne,0,0,0,12,0
Mary Roach,2,0,0,0,0
Mary S. Lovell,1,1,0,0,0
Mary Walton,1,0,0,0,0
Mary Westmacott,0,1,0,0,0
Mary Wollstonecraft Shelley,6,0,0,2,0
MaryAnn F. Kohl,0,0,0,1,0
MaryJanice Davidson,3,0,0,0,0
Maryam Riess,0,0,0,1,0
Masakazu Katsura,0,0,0,1,0
Masaki Yamada,0,0,0,2,0
Masamune Shirow,2,0,0,1,0
Matt Braun,2,0,0,0,0
Matt Christopher,0,0,0,2,0
Matt Keefe,1,0,0,0,0
Matt Ridley,3,0,0,0,0
Matt Riser,0,0,0,1,0
Matt Wagner,0,0,0,1,0
Matthew Barber,0,0,0,1,0
Matthew Bortolin,0,0,0,1,0
Matthew J. Gibney,1,0,0,0,0
Matthew Kneale,2,0,0,0,0
Matthew Pearl,1,1,0,0,0
Matthew Scully,1,0,0,0,0
Matthew Woodring Stover,1,0,0,0,0
Maud Hart Lovelace,6,0,0,4,0
Maureen Child,0,0,0,1,0
Maureen Johnson,2,0,0,0,0
Maureen Kelly,0,0,0,1,0
Maurice Merleau-Ponty,0,1,0,0,0
Maurice Sendak,0,0,0,2,0
Mavis Applewater,1,0,0,0,0
Max Allan Collins,6,0,0,4,0
Max Barry,3,0,0,0,0
Max Beerbohm,1,0,0,0,0
Max Brooks,1,0,0,0,0
Max Eilenberg,0,0,0,1,0
Max Frisch,1,0,0,1,0
Max Lucado,0,0,0,1,0
Maxim Gorky,1,0,0,0,0
Maxine Hong Kingston,0,0,0,1,0
Maxine Swann,0,0,0,1,0
Maxwell Mackenzie,0,0,0,1,0
Maya Angelou,2,0,0,4,1
Maya Gold,0,0,0,1,0
Mayu Shinjō,0,0,0,3,0
McDougal Littell,0,0,1,0,0
Meg Cabot,9,0,0,3,0
Megan McDonald,0,0,0,6,0
Megan Whalen Turner,2,0,0,2,0
Mel Odom,1,0,0,0,0
Melania G. Mazzucco,1,0,0,0,0
Melanie Rawn,0,0,0,0,1
Melinda Curtis,1,0,0,0,0
Melinda Haynes,1,0,0,0,0
Melinda Long,0,0,0,1,0
Melissa Kantor,1,0,0,0,0
Melissa M. Garcia,0,0,0,1,0
Melissa Wiley,1,0,0,0,0
Melissa de la Cruz,3,0,0,0,0
Meljean Brook,1,0,0,0,0
Melody Carlson,0,0,0,1,0
Melody Malmberg,0,0,0,1,0
Mercedes Lackey,34,4,1,1,0
Mercer Mayer,0,0,0,1,0
Meredith Daneman,0,1,0,0,0
Meredith Fletcher,1,0,0,0,0
Merlin Donald,1,0,0,0,0
Merlin Holland,1,0,0,0,0
Merline Lovelace,1,0,0,0,0
Mervyn Peake,0,0,0,1,0
Mian Mian,1,0,0,0,0
Miasha,0,0,0,1,0
Michael      Casey,0,0,0,1,0
Michael     Lewis,1,0,0,0,0
Michael   Barber,1,0,0,0,0
Michael   Lewis,4,0,0,2,0
Michael  Howard,0,0,1,0,0
Michael  Wood,0,0,0,1,0
Michael A. Stackpole,1,0,0,0,0
Michael Azerrad,0,1,0,0,0
Michael B. Oren,0,0,1,0,0
Michael Baur,1,0,0,0,0
Michael C. Feathers,1,0,0,0,0
Michael C.J. Putnam,0,0,0,1,0
Michael Chabon,2,2,0,1,0
Michael Connelly,6,1,2,8,0
Michael Craft,3,0,0,1,0
Michael Crichton,10,3,0,5,0
Michael Cunningham,2,0,0,0,0
Michael D. Coe,1,0,0,0,0
Michael D. Lyman,1,1,0,0,0
Michael D. Oates,0,1,0,0,0
Michael Dorris,1,0,0,0,0
Michael E. Doyle,1,0,0,0,0
Michael Eliot Howard,0,1,0,0,0
Michael Ende,0,0,0,2,0
Michael F. Roizen,2,0,0,0,0
Michael Gray,0,0,1,0,0
Michael H. Jackson,1,0,0,0,0
Michael Hanlon,0,0,0,1,0
Michael Herr,1,0,0,0,0
Michael J. Bradley,1,0,0,0,0
Michael J. Davey,0,0,0,1,0
Michael J. Gelb,1,0,0,0,0
Michael J. Lyons,1,0,0,0,0
Michael J. Mauboussin,1,0,0,0,0
Michael J. Nelson,1,0,0,3,0
Michael Jan Friedman,1,0,0,0,0
Michael Jecks,1,1,0,0,0
Michael K. Brett-Surman,0,0,0,1,0
Michael Korda,0,0,0,1,0
Michael Koryta,1,0,0,0,0
Michael L. Perlis,0,0,0,1,0
Michael Littlefield,0,0,0,1,0
Michael Marshall Smith,2,0,0,0,0
Michael Moorcock,4,0,0,1,0
Michael Morpurgo,0,0,0,2,0
Michael Munn,1,0,0,0,0
Michael Neill,0,0,0,1,0
Michael Nelson,0,0,0,1,0
Michael O. Tunnell,1,0,0,0,0
Michael Ochs,0,1,0,0,0
Michael Ondaatje,1,0,0,0,0
Michael Parenti,1,0,0,0,0
Michael Pollan,2,0,0,1,0
Michael R. French,0,0,0,1,0
Michael R. Phillips,1,0,0,0,0
Michael Rabiger,0,1,0,0,0
Michael S.  Smith,0,0,0,1,0
Michael S. Reynolds,1,0,0,0,0
Michael Shaara,2,0,0,1,0
Michael Spring,0,0,0,1,0
Michael Streissguth,1,0,0,0,0
Michael Swanwick,1,0,0,0,0
Michael Syvanen,1,0,0,0,0
Michael T. Goodrich,0,1,0,0,0
Michael Teitelbaum,0,0,0,1,0
Michael Vitez,0,0,0,1,0
Michael W. Dean,0,1,0,0,0
Michael Wharton,0,0,0,1,0
Michaela Muntean,0,0,0,1,0
Michel Faber,0,0,1,0,0
Michel Foucault,1,0,0,2,0
Michel de Montaigne,1,0,1,1,2
Michela Wrong,1,0,0,0,0
Michele K. Spike,1,0,0,0,0
Michelle Feynman,0,0,0,1,0
Michelle Lovric,1,0,0,1,0
Michelle Sagara,1,1,0,0,0
Michelle Tea,1,0,0,0,0
Michio Kaku,2,2,0,0,0
Michka Assayas,1,0,0,0,0
Micol Ostow,0,0,0,1,0
Middlesex Borough Heritage Committee,0,0,0,1,0
Miep Gies,1,0,0,0,0
Miguel Serrano,0,0,0,1,0
Miguel de Cervantes Saavedra,2,1,1,1,4
Mikal Gilmore,1,0,0,0,0
Mike   Mason,1,0,0,0,0
Mike  Davis,1,0,0,1,0
Mike  Rowe,0,0,0,1,0
Mike Ashley,1,1,0,0,0
Mike Carey,0,0,0,1,0
Mike Kennedy,0,0,0,1,0
Mike Lupica,0,0,0,1,0
Mike Mason,1,0,0,0,0
Mikhail Bakhtin,1,0,0,0,0
Mikhail Bakunin,0,0,0,1,0
Mikhail Bulgakov,1,1,0,0,0
Mikhail Tal,1,0,0,1,0
Milan Kundera,5,0,0,5,0
Milan Trenc,0,0,0,1,0
Miles J. Stanford,1,0,0,0,0
Mimi Dietrich,0,0,0,1,0
Mina Loy,1,0,0,0,0
Mine Yoshizaki,0,0,0,1,0
Mineko Iwasaki,1,0,0,0,0
Minette Walters,5,1,0,0,0
Minfong Ho,0,0,0,1,0
Mira Nair,0,0,0,1,0
Mircea Eliade,1,1,0,4,0
Miriam Toews,1,0,0,0,0
Miroslav Sasek,0,0,0,1,0
Miroslav Volf,1,0,0,0,0
Misao Inagaki,1,0,0,0,0
Mistress Lorelei,0,0,0,1,0
Mitali Perkins,1,0,0,0,0
Mitch Albom,0,0,0,5,0
Mitchel Resnick,0,0,0,1,0
Miyamoto Musashi,0,0,0,3,0
Mollie Hunter,0,0,0,1,0
Molly Bang,0,0,0,1,0
Molly C. Lee,0,0,0,1,0
Molly Hatchet,0,0,0,1,0
Mona Lisa Schulz,1,0,0,0,0
Monica Ali,2,0,0,0,0
Monica Drake,1,0,0,0,0
Monica Furlong,0,0,0,2,0
Monica Kulling,0,0,0,1,0
Monique Truong,1,0,0,0,0
Monte Cook,0,0,0,1,0
Monty Roberts,1,0,0,0,0
Morag McKendrick Pippin,2,0,0,0,0
Muhammad Yunus,1,0,0,0,0
Mulk Raj Anand,0,0,0,1,0
Murasaki Shikibu,0,0,0,1,1
Muriel Spark,1,1,0,0,0
Murray Sayle,0,1,0,0,0
Murray Smith,0,0,0,1,0
Myla Goldberg,1,0,0,0,0
Mymi Doinet,0,0,0,1,0
Mystery,0,0,0,1,0
NOT A BOOK,0,0,0,5,0
Nadeem Aslam,1,0,0,0,0
Nadine Cohodas,1,0,0,0,0
Naguib Mahfouz,4,0,0,3,1
Nancy   Harding,1,0,0,0,0
Nancy Bartholomew,1,0,0,0,0
Nancy Conrad,1,0,0,0,0
Nancy Cote,0,0,0,1,0
Nancy Friday,1,0,0,0,0
Nancy Hall,0,0,0,1,0
Nancy Holyoke,0,0,0,1,0
Nancy L. Mace,0,1,0,0,0
Nancy M. Armstrong,0,0,0,1,0
Nancy MacDonell Smith,0,0,0,1,0
Nancy Milford,0,1,0,0,0
Nancy Osa,1,0,0,0,0
Nancy Tillman,0,0,0,1,0
Nancy Verde Barr,1,0,0,0,0
Nancy White Carlstrom,0,0,0,3,0
Naomi Novik,2,0,0,0,0
Naomi Wolf,1,0,0,0,0
Napoleon Hill,2,0,0,0,0
Narendra Jadhav,1,0,0,0,0
Narise Konohara,0,0,0,1,0
Nassim Nicholas Taleb,1,0,0,0,0
Natalie Babbitt,0,0,0,1,0
Natalie Goldberg,1,0,0,0,0
Nathan Englander,1,0,0,1,0
Nathaniel Hawthorne,3,2,0,4,0
Nathaniel Philbrick,2,0,0,0,0
National Commission on Terrorist Attacks Upon The United States,0,2,0,0,0
National Geographic Society,0,1,0,1,0
Natsuo Kirino,2,1,0,0,0
Nayantara Sahgal,1,0,0,0,0
Neal Barrett Jr.,0,0,0,1,0
Neal Stephenson,8,1,3,1,1
Neale Donald Walsch,2,0,0,1,0
Ned Vizzini,3,0,0,0,0
Neil Cole,0,0,0,1,0
Neil Gaiman,5,3,0,17,0
Neil LaBute,0,0,0,1,0
Neil Strauss,3,0,0,1,0
Neil deGrasse Tyson,3,0,0,0,0
Nella Larsen,1,1,0,1,0
Nelson DeMille,2,6,2,1,0
Nelson Mandela,0,0,0,1,0
Nevil Shute,1,0,0,0,0
New Scientist,0,0,0,1,0
Newt Scamander,0,0,0,1,0
Nextext,0,0,0,1,0
Ngawang Pelzang,1,0,0,0,0
Niccolò Machiavelli,0,0,0,1,0
Nicholas    Evans,0,0,0,1,0
Nicholas A. Basbanes,1,0,0,0,0
Nicholas Christopher,1,0,0,0,0
Nicholas Dawidoff,0,1,0,0,0
Nicholas Dodman,1,0,0,0,0
Nicholas Evans,0,1,0,0,0
Nicholas Humphrey,0,0,0,1,0
Nicholas Johnson,1,0,0,0,0
Nicholas P. White,2,0,0,0,0
